"TIME","GEO","INDIC_SB","SIZECLAS","NACE_R2","Value"
"2018","RO216","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,343"
"2018","RO216","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,975"
"2018","RO216","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","505"
"2018","RO22","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","41,491"
"2018","RO22","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","41,781"
"2018","RO22","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","5,971"
"2018","RO221","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,524"
"2018","RO221","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","4,391"
"2018","RO221","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","623"
"2018","RO222","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","7,408"
"2018","RO222","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","6,047"
"2018","RO222","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","899"
"2018","RO223","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","12,378"
"2018","RO223","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","15,456"
"2018","RO223","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,327"
"2018","RO224","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","7,972"
"2018","RO224","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","8,469"
"2018","RO224","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,089"
"2018","RO225","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","2,743"
"2018","RO225","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,036"
"2018","RO225","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","427"
"2018","RO226","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,466"
"2018","RO226","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","4,382"
"2018","RO226","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","606"
"2018","RO3","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","116,592"
"2018","RO3","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","133,111"
"2018","RO3","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","20,246"
"2018","RO31","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","49,330"
"2018","RO31","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","42,621"
"2018","RO31","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","6,206"
"2018","RO311","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","11,085"
"2018","RO311","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","11,753"
"2018","RO311","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,809"
"2018","RO312","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","4,606"
"2018","RO312","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,088"
"2018","RO312","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","409"
"2018","RO313","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","8,585"
"2018","RO313","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","5,822"
"2018","RO313","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","772"
"2018","RO314","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","2,812"
"2018","RO314","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,035"
"2018","RO314","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","382"
"2018","RO315","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","3,435"
"2018","RO315","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","2,938"
"2018","RO315","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","413"
"2018","RO316","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","14,030"
"2018","RO316","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","12,697"
"2018","RO316","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,005"
"2018","RO317","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","4,777"
"2018","RO317","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,288"
"2018","RO317","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","416"
"2018","RO32","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","67,262"
"2018","RO32","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","90,490"
"2018","RO32","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","14,040"
"2018","RO321","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","56,691"
"2018","RO321","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","76,300"
"2018","RO321","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","12,339"
"2018","RO322","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","10,571"
"2018","RO322","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","14,190"
"2018","RO322","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,701"
"2018","RO4","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","68,413"
"2018","RO4","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","63,792"
"2018","RO4","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","8,765"
"2018","RO41","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","30,954"
"2018","RO41","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","28,180"
"2018","RO41","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","3,734"
"2018","RO411","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","9,822"
"2018","RO411","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","10,429"
"2018","RO411","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,419"
"2018","RO412","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,309"
"2018","RO412","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","4,850"
"2018","RO412","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","573"
"2018","RO413","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","3,885"
"2018","RO413","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","2,657"
"2018","RO413","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","336"
"2018","RO414","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,570"
"2018","RO414","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","4,467"
"2018","RO414","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","613"
"2018","RO415","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","6,368"
"2018","RO415","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","5,777"
"2018","RO415","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","793"
"2018","RO42","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","37,459"
"2018","RO42","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","35,612"
"2018","RO42","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","5,031"
"2018","RO421","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","10,942"
"2018","RO421","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","8,643"
"2018","RO421","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,241"
"2018","RO422","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","3,594"
"2018","RO422","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,716"
"2018","RO422","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","451"
"2018","RO423","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","7,300"
"2018","RO423","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","6,522"
"2018","RO423","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","931"
"2018","RO424","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","15,623"
"2018","RO424","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","16,731"
"2018","RO424","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,408"
"2018","SI01","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI01","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI01","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI011","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI011","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI011","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI012","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI012","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI012","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI013","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI013","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI013","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI014","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI014","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI014","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI015","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI015","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI015","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI016","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI016","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI016","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI017","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI017","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI017","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI018","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI018","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI018","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI02","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI02","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI02","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI021","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI021","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI021","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI022","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI022","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI022","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI023","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI023","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI023","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI024","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI024","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","SI024","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","SK","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","400,495"
"2018","SK","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","130,441"
"2018","SK","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","17,335"
"2018","SK0","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","400,495"
"2018","SK0","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","130,441"
"2018","SK0","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","17,335"
"2018","SK01","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","83,484"
"2018","SK01","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","31,247"
"2018","SK01","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","4,619"
"2018","SK010","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","83,484"
"2018","SK010","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","31,247"
"2018","SK010","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","4,619"
"2018","SK02","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","127,479"
"2018","SK02","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","40,731"
"2018","SK02","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","5,477"
"2018","SK021","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","39,681"
"2018","SK021","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","12,826"
"2018","SK021","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,692"
"2018","SK022","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","38,317"
"2018","SK022","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","12,373"
"2018","SK022","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,801"
"2018","SK023","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","49,481"
"2018","SK023","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","15,532"
"2018","SK023","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,984"
"2018","SK03","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","96,396"
"2018","SK03","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","28,477"
"2018","SK03","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","3,600"
"2018","SK031","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","58,076"
"2018","SK031","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","15,801"
"2018","SK031","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","2,081"
"2018","SK032","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","38,320"
"2018","SK032","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","12,676"
"2018","SK032","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,519"
"2018","SK04","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","93,136"
"2018","SK04","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","29,986"
"2018","SK04","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","3,639"
"2018","SK041","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","54,866"
"2018","SK041","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","14,623"
"2018","SK041","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,929"
"2018","SK042","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","38,270"
"2018","SK042","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","15,363"
"2018","SK042","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,710"
"2018","SKZ","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","0"
"2018","SKZ","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","0"
"2018","SKZ","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","0"
"2018","SKZZ","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","0"
"2018","SKZZ","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","0"
"2018","SKZZ","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","0"
"2018","SKZZZ","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","0"
"2018","SKZZZ","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","0"
"2018","SKZZZ","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","0"
"2018","FI","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","223,192"
"2018","FI","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","128,727"
"2018","FI","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","22,933"
"2018","FI1","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","217,875"
"2018","FI1","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","125,697"
"2018","FI1","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","22,421"
"2018","FI19","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","55,842"
"2018","FI19","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","29,396"
"2018","FI19","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","5,113"
"2018","FI193","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","9,842"
"2018","FI193","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","5,495"
"2018","FI193","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","900"
"2018","FI194","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","8,457"
"2018","FI194","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","4,441"
"2018","FI194","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","701"
"2018","FI195","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","7,409"
"2018","FI195","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,670"
"2018","FI195","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","712"
"2018","FI196","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","9,191"
"2018","FI196","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","4,720"
"2018","FI196","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","844"
"2018","FI197","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","20,943"
"2018","FI197","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","11,070"
"2018","FI197","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,956"
"2018","FI1B","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","73,248"
"2018","FI1B","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","46,633"
"2018","FI1B","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","8,665"
"2018","FI1B1","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","73,248"
"2018","FI1B1","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","46,633"
"2018","FI1B1","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","8,665"
"2018","FI1C","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","45,547"
"2018","FI1C","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","24,864"
"2018","FI1C","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","4,123"
"2018","FI1C1","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","21,933"
"2018","FI1C1","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","11,472"
"2018","FI1C1","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","1,928"
"2018","FI1C2","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","6,654"
"2018","FI1C2","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,589"
"2018","FI1C2","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","546"
"2018","FI1C3","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","7,116"
"2018","FI1C3","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","4,260"
"2018","FI1C3","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","723"
"2018","FI1C4","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,617"
"2018","FI1C4","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,147"
"2018","FI1C4","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","513"
"2018","FI1C5","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","4,227"
"2018","FI1C5","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","2,396"
"2018","FI1C5","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","413"
"2018","FI1D","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","43,238"
"2018","FI1D","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","24,804"
"2018","FI1D","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","4,520"
"2018","FI1D1","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,439"
"2018","FI1D1","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","3,074"
"2018","FI1D1","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","441"
"2018","FI1D2","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","7,722"
"2018","FI1D2","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","4,561"
"2018","FI1D2","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","796"
"2018","FI1D3","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","5,091"
"2018","FI1D3","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","2,937"
"2018","FI1D3","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","539"
"2018","FI1D4","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
"2018","FI1D4","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies",":"
"2018","FI1D4","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies",":"
"2018","FI1D5","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies","2,542"
"2018","FI1D5","Population of active enterprises in t - number","From 1 to 9 employees","Industry, construction and services except insurance activities of holding companies","1,430"
"2018","FI1D5","Population of active enterprises in t - number","10 employees or more","Industry, construction and services except insurance activities of holding companies","264"
"2018","FI1D6","Population of active enterprises in t - number","Zero","Industry, construction and services except insurance activities of holding companies",":"
