"TIME","GEO","AGE","SEX","UNIT","Value"
"2019","NO04","From 15 to 24 years","Males","Percentage",":"
"2019","NO04","From 15 to 24 years","Females","Percentage",":"
"2019","NO04","25 years or over","Total","Percentage","2.9"
"2019","NO04","25 years or over","Males","Percentage","3.0"
"2019","NO04","25 years or over","Females","Percentage",":"
"2019","NO05","From 15 to 24 years","Total","Percentage","9.4"
"2019","NO05","From 15 to 24 years","Males","Percentage",":"
"2019","NO05","From 15 to 24 years","Females","Percentage",":"
"2019","NO05","25 years or over","Total","Percentage","2.7"
"2019","NO05","25 years or over","Males","Percentage","3.2"
"2019","NO05","25 years or over","Females","Percentage",":"
"2019","NO06","From 15 to 24 years","Total","Percentage",":"
"2019","NO06","From 15 to 24 years","Males","Percentage",":"
"2019","NO06","From 15 to 24 years","Females","Percentage",":"
"2019","NO06","25 years or over","Total","Percentage","2.5"
"2019","NO06","25 years or over","Males","Percentage",":"
"2019","NO06","25 years or over","Females","Percentage",":"
"2019","NO07","From 15 to 24 years","Total","Percentage",":"
"2019","NO07","From 15 to 24 years","Males","Percentage",":"
"2019","NO07","From 15 to 24 years","Females","Percentage",":"
"2019","NO07","25 years or over","Total","Percentage",":"
"2019","NO07","25 years or over","Males","Percentage",":"
"2019","NO07","25 years or over","Females","Percentage",":"
"2019","CH","From 15 to 24 years","Total","Percentage","8.0"
"2019","CH","From 15 to 24 years","Males","Percentage","8.8"
"2019","CH","From 15 to 24 years","Females","Percentage","7.2"
"2019","CH","25 years or over","Total","Percentage","3.9"
"2019","CH","25 years or over","Males","Percentage","3.5"
"2019","CH","25 years or over","Females","Percentage","4.4"
"2019","CH0","From 15 to 24 years","Total","Percentage","8.0"
"2019","CH0","From 15 to 24 years","Males","Percentage","8.8"
"2019","CH0","From 15 to 24 years","Females","Percentage","7.2"
"2019","CH0","25 years or over","Total","Percentage","3.9"
"2019","CH0","25 years or over","Males","Percentage","3.5"
"2019","CH0","25 years or over","Females","Percentage","4.4"
"2019","CH01","From 15 to 24 years","Total","Percentage","14.1"
"2019","CH01","From 15 to 24 years","Males","Percentage","16.6"
"2019","CH01","From 15 to 24 years","Females","Percentage","11.6"
"2019","CH01","25 years or over","Total","Percentage","6.6"
"2019","CH01","25 years or over","Males","Percentage","6.2"
"2019","CH01","25 years or over","Females","Percentage","7.0"
"2019","CH02","From 15 to 24 years","Total","Percentage","7.4"
"2019","CH02","From 15 to 24 years","Males","Percentage","7.9"
"2019","CH02","From 15 to 24 years","Females","Percentage","6.9"
"2019","CH02","25 years or over","Total","Percentage","3.3"
"2019","CH02","25 years or over","Males","Percentage","3.3"
"2019","CH02","25 years or over","Females","Percentage","3.3"
"2019","CH03","From 15 to 24 years","Total","Percentage","5.3"
"2019","CH03","From 15 to 24 years","Males","Percentage","4.3"
"2019","CH03","From 15 to 24 years","Females","Percentage","6.4"
"2019","CH03","25 years or over","Total","Percentage","3.2"
"2019","CH03","25 years or over","Males","Percentage","2.8"
"2019","CH03","25 years or over","Females","Percentage","3.7"
"2019","CH04","From 15 to 24 years","Total","Percentage","7.0"
"2019","CH04","From 15 to 24 years","Males","Percentage","8.3"
"2019","CH04","From 15 to 24 years","Females","Percentage","5.7"
"2019","CH04","25 years or over","Total","Percentage","3.6"
"2019","CH04","25 years or over","Males","Percentage","2.8"
"2019","CH04","25 years or over","Females","Percentage","4.6"
"2019","CH05","From 15 to 24 years","Total","Percentage","5.9"
"2019","CH05","From 15 to 24 years","Males","Percentage","6.2"
"2019","CH05","From 15 to 24 years","Females","Percentage","5.7"
"2019","CH05","25 years or over","Total","Percentage","3.0"
"2019","CH05","25 years or over","Males","Percentage","2.7"
"2019","CH05","25 years or over","Females","Percentage","3.4"
"2019","CH06","From 15 to 24 years","Total","Percentage","4.7"
"2019","CH06","From 15 to 24 years","Males","Percentage","5.0"
"2019","CH06","From 15 to 24 years","Females","Percentage","4.3"
"2019","CH06","25 years or over","Total","Percentage","2.4"
"2019","CH06","25 years or over","Males","Percentage","2.2"
"2019","CH06","25 years or over","Females","Percentage","2.6"
"2019","CH07","From 15 to 24 years","Total","Percentage","18.0"
"2019","CH07","From 15 to 24 years","Males","Percentage","20.4"
"2019","CH07","From 15 to 24 years","Females","Percentage","14.7"
"2019","CH07","25 years or over","Total","Percentage","5.6"
"2019","CH07","25 years or over","Males","Percentage","4.4"
"2019","CH07","25 years or over","Females","Percentage","7.0"
"2019","UK","From 15 to 24 years","Total","Percentage","11.2"
"2019","UK","From 15 to 24 years","Males","Percentage","13.0"
"2019","UK","From 15 to 24 years","Females","Percentage","9.2"
"2019","UK","25 years or over","Total","Percentage","2.7"
"2019","UK","25 years or over","Males","Percentage","2.7"
"2019","UK","25 years or over","Females","Percentage","2.7"
"2019","UKC","From 15 to 24 years","Total","Percentage","14.8"
"2019","UKC","From 15 to 24 years","Males","Percentage","16.6"
"2019","UKC","From 15 to 24 years","Females","Percentage","12.7"
"2019","UKC","25 years or over","Total","Percentage","4.2"
"2019","UKC","25 years or over","Males","Percentage","4.5"
"2019","UKC","25 years or over","Females","Percentage","3.8"
"2019","UKC1","From 15 to 24 years","Total","Percentage","15.1"
"2019","UKC1","From 15 to 24 years","Males","Percentage","16.7"
"2019","UKC1","From 15 to 24 years","Females","Percentage",":"
"2019","UKC1","25 years or over","Total","Percentage","4.3"
"2019","UKC1","25 years or over","Males","Percentage","4.5"
"2019","UKC1","25 years or over","Females","Percentage","4.1"
"2019","UKC2","From 15 to 24 years","Total","Percentage","14.5"
"2019","UKC2","From 15 to 24 years","Males","Percentage","16.5"
"2019","UKC2","From 15 to 24 years","Females","Percentage","12.5"
"2019","UKC2","25 years or over","Total","Percentage","4.1"
"2019","UKC2","25 years or over","Males","Percentage","4.6"
"2019","UKC2","25 years or over","Females","Percentage","3.7"
"2019","UKD","From 15 to 24 years","Total","Percentage","13.4"
"2019","UKD","From 15 to 24 years","Males","Percentage","16.1"
"2019","UKD","From 15 to 24 years","Females","Percentage","10.6"
"2019","UKD","25 years or over","Total","Percentage","2.7"
"2019","UKD","25 years or over","Males","Percentage","2.7"
"2019","UKD","25 years or over","Females","Percentage","2.7"
"2019","UKD1","From 15 to 24 years","Total","Percentage",":"
"2019","UKD1","From 15 to 24 years","Males","Percentage",":"
"2019","UKD1","From 15 to 24 years","Females","Percentage",":"
"2019","UKD1","25 years or over","Total","Percentage",":"
"2019","UKD1","25 years or over","Males","Percentage",":"
"2019","UKD1","25 years or over","Females","Percentage",":"
"2019","UKD3","From 15 to 24 years","Total","Percentage","18.1"
"2019","UKD3","From 15 to 24 years","Males","Percentage","20.2"
"2019","UKD3","From 15 to 24 years","Females","Percentage","15.7"
"2019","UKD3","25 years or over","Total","Percentage","3.1"
"2019","UKD3","25 years or over","Males","Percentage","2.7"
"2019","UKD3","25 years or over","Females","Percentage","3.6"
"2019","UKD4","From 15 to 24 years","Total","Percentage","11.5"
"2019","UKD4","From 15 to 24 years","Males","Percentage","13.8"
"2019","UKD4","From 15 to 24 years","Females","Percentage","9.3"
"2019","UKD4","25 years or over","Total","Percentage","2.6"
"2019","UKD4","25 years or over","Males","Percentage","3.0"
"2019","UKD4","25 years or over","Females","Percentage","2.1"
"2019","UKD6","From 15 to 24 years","Total","Percentage","10.8"
"2019","UKD6","From 15 to 24 years","Males","Percentage",":"
"2019","UKD6","From 15 to 24 years","Females","Percentage",":"
"2019","UKD6","25 years or over","Total","Percentage","2.3"
"2019","UKD6","25 years or over","Males","Percentage","2.0"
"2019","UKD6","25 years or over","Females","Percentage","2.6"
"2019","UKD7","From 15 to 24 years","Total","Percentage","10.4"
"2019","UKD7","From 15 to 24 years","Males","Percentage","13.2"
"2019","UKD7","From 15 to 24 years","Females","Percentage","7.9"
"2019","UKD7","25 years or over","Total","Percentage","2.8"
"2019","UKD7","25 years or over","Males","Percentage","3.4"
"2019","UKD7","25 years or over","Females","Percentage","2.3"
"2019","UKE","From 15 to 24 years","Total","Percentage","12.9"
"2019","UKE","From 15 to 24 years","Males","Percentage","13.2"
"2019","UKE","From 15 to 24 years","Females","Percentage","12.7"
"2019","UKE","25 years or over","Total","Percentage","3.1"
"2019","UKE","25 years or over","Males","Percentage","3.0"
"2019","UKE","25 years or over","Females","Percentage","3.2"
"2019","UKE1","From 15 to 24 years","Total","Percentage","11.9"
"2019","UKE1","From 15 to 24 years","Males","Percentage","13.4"
"2019","UKE1","From 15 to 24 years","Females","Percentage",":"
"2019","UKE1","25 years or over","Total","Percentage","3.6"
"2019","UKE1","25 years or over","Males","Percentage","3.5"
"2019","UKE1","25 years or over","Females","Percentage","3.7"
"2019","UKE2","From 15 to 24 years","Total","Percentage","8.5"
"2019","UKE2","From 15 to 24 years","Males","Percentage",":"
"2019","UKE2","From 15 to 24 years","Females","Percentage",":"
"2019","UKE2","25 years or over","Total","Percentage","1.9"
"2019","UKE2","25 years or over","Males","Percentage","2.1"
"2019","UKE2","25 years or over","Females","Percentage",":"
"2019","UKE3","From 15 to 24 years","Total","Percentage","15.4"
"2019","UKE3","From 15 to 24 years","Males","Percentage","17.2"
"2019","UKE3","From 15 to 24 years","Females","Percentage","13.3"
"2019","UKE3","25 years or over","Total","Percentage","3.6"
"2019","UKE3","25 years or over","Males","Percentage","3.4"
"2019","UKE3","25 years or over","Females","Percentage","3.8"
"2019","UKE4","From 15 to 24 years","Total","Percentage","13.4"
"2019","UKE4","From 15 to 24 years","Males","Percentage","11.6"
"2019","UKE4","From 15 to 24 years","Females","Percentage","15.3"
"2019","UKE4","25 years or over","Total","Percentage","3.1"
"2019","UKE4","25 years or over","Males","Percentage","3.0"
"2019","UKE4","25 years or over","Females","Percentage","3.2"
"2019","UKF","From 15 to 24 years","Total","Percentage","11.7"
"2019","UKF","From 15 to 24 years","Males","Percentage","13.4"
"2019","UKF","From 15 to 24 years","Females","Percentage","9.8"
"2019","UKF","25 years or over","Total","Percentage","2.8"
"2019","UKF","25 years or over","Males","Percentage","2.7"
"2019","UKF","25 years or over","Females","Percentage","2.8"
"2019","UKF1","From 15 to 24 years","Total","Percentage","12.8"
"2019","UKF1","From 15 to 24 years","Males","Percentage","15.7"
"2019","UKF1","From 15 to 24 years","Females","Percentage","9.6"
"2019","UKF1","25 years or over","Total","Percentage","2.6"
"2019","UKF1","25 years or over","Males","Percentage","2.5"
"2019","UKF1","25 years or over","Females","Percentage","2.7"
"2019","UKF2","From 15 to 24 years","Total","Percentage","11.6"
"2019","UKF2","From 15 to 24 years","Males","Percentage","13.3"
"2019","UKF2","From 15 to 24 years","Females","Percentage","9.7"
"2019","UKF2","25 years or over","Total","Percentage","3.0"
"2019","UKF2","25 years or over","Males","Percentage","3.1"
"2019","UKF2","25 years or over","Females","Percentage","2.8"
"2019","UKF3","From 15 to 24 years","Total","Percentage","9.1"
"2019","UKF3","From 15 to 24 years","Males","Percentage",":"
"2019","UKF3","From 15 to 24 years","Females","Percentage",":"
"2019","UKF3","25 years or over","Total","Percentage","2.7"
"2019","UKF3","25 years or over","Males","Percentage",":"
"2019","UKF3","25 years or over","Females","Percentage","3.5"
"2019","UKG","From 15 to 24 years","Total","Percentage","13.8"
"2019","UKG","From 15 to 24 years","Males","Percentage","14.7"
"2019","UKG","From 15 to 24 years","Females","Percentage","12.7"
"2019","UKG","25 years or over","Total","Percentage","3.1"
"2019","UKG","25 years or over","Males","Percentage","3.1"
"2019","UKG","25 years or over","Females","Percentage","3.1"
"2019","UKG1","From 15 to 24 years","Total","Percentage","9.4"
"2019","UKG1","From 15 to 24 years","Males","Percentage","11.9"
"2019","UKG1","From 15 to 24 years","Females","Percentage",":"
"2019","UKG1","25 years or over","Total","Percentage","2.1"
"2019","UKG1","25 years or over","Males","Percentage","2.3"
"2019","UKG1","25 years or over","Females","Percentage","2.0"
"2019","UKG2","From 15 to 24 years","Total","Percentage","12.9"
"2019","UKG2","From 15 to 24 years","Males","Percentage","15.7"
"2019","UKG2","From 15 to 24 years","Females","Percentage","9.9"
"2019","UKG2","25 years or over","Total","Percentage","1.9"
"2019","UKG2","25 years or over","Males","Percentage","1.7"
"2019","UKG2","25 years or over","Females","Percentage","2.2"
"2019","UKG3","From 15 to 24 years","Total","Percentage","15.9"
"2019","UKG3","From 15 to 24 years","Males","Percentage","15.3"
"2019","UKG3","From 15 to 24 years","Females","Percentage","16.6"
"2019","UKG3","25 years or over","Total","Percentage","4.3"
"2019","UKG3","25 years or over","Males","Percentage","4.3"
"2019","UKG3","25 years or over","Females","Percentage","4.3"
"2019","UKH","From 15 to 24 years","Total","Percentage","8.5"
"2019","UKH","From 15 to 24 years","Males","Percentage","10.0"
"2019","UKH","From 15 to 24 years","Females","Percentage","7.0"
"2019","UKH","25 years or over","Total","Percentage","2.2"
"2019","UKH","25 years or over","Males","Percentage","2.0"
"2019","UKH","25 years or over","Females","Percentage","2.4"
"2019","UKH1","From 15 to 24 years","Total","Percentage","9.2"
"2019","UKH1","From 15 to 24 years","Males","Percentage","10.9"
"2019","UKH1","From 15 to 24 years","Females","Percentage","7.6"
"2019","UKH1","25 years or over","Total","Percentage","2.1"
"2019","UKH1","25 years or over","Males","Percentage","2.1"
"2019","UKH1","25 years or over","Females","Percentage","2.0"
"2019","UKH2","From 15 to 24 years","Total","Percentage","9.6"
"2019","UKH2","From 15 to 24 years","Males","Percentage","11.9"
"2019","UKH2","From 15 to 24 years","Females","Percentage",":"
"2019","UKH2","25 years or over","Total","Percentage","1.8"
"2019","UKH2","25 years or over","Males","Percentage","1.5"
"2019","UKH2","25 years or over","Females","Percentage","2.2"
"2019","UKH3","From 15 to 24 years","Total","Percentage","6.5"
"2019","UKH3","From 15 to 24 years","Males","Percentage",":"
"2019","UKH3","From 15 to 24 years","Females","Percentage",":"
"2019","UKH3","25 years or over","Total","Percentage","2.8"
"2019","UKH3","25 years or over","Males","Percentage","2.6"
"2019","UKH3","25 years or over","Females","Percentage","3.0"
"2019","UKI","From 15 to 24 years","Total","Percentage","15.7"
"2019","UKI","From 15 to 24 years","Males","Percentage","20.2"
"2019","UKI","From 15 to 24 years","Females","Percentage","10.6"
"2019","UKI","25 years or over","Total","Percentage","3.1"
"2019","UKI","25 years or over","Males","Percentage","3.0"
"2019","UKI","25 years or over","Females","Percentage","3.3"
"2019","UKI1","From 15 to 24 years","Total","Percentage",":"
"2019","UKI1","From 15 to 24 years","Males","Percentage",":"
"2019","UKI1","From 15 to 24 years","Females","Percentage",":"
"2019","UKI1","25 years or over","Total","Percentage",":"
"2019","UKI1","25 years or over","Males","Percentage",":"
"2019","UKI1","25 years or over","Females","Percentage",":"
"2019","UKI2","From 15 to 24 years","Total","Percentage",":"
"2019","UKI2","From 15 to 24 years","Males","Percentage",":"
"2019","UKI2","From 15 to 24 years","Females","Percentage",":"
"2019","UKI2","25 years or over","Total","Percentage",":"
"2019","UKI2","25 years or over","Males","Percentage",":"
"2019","UKI2","25 years or over","Females","Percentage",":"
"2019","UKI3","From 15 to 24 years","Total","Percentage","12.8"
"2019","UKI3","From 15 to 24 years","Males","Percentage","20.9"
"2019","UKI3","From 15 to 24 years","Females","Percentage",":"
"2019","UKI3","25 years or over","Total","Percentage","3.0"
"2019","UKI3","25 years or over","Males","Percentage","1.7"
"2019","UKI3","25 years or over","Females","Percentage","4.6"
"2019","UKI4","From 15 to 24 years","Total","Percentage","16.5"
"2019","UKI4","From 15 to 24 years","Males","Percentage","19.8"
"2019","UKI4","From 15 to 24 years","Females","Percentage","13.2"
"2019","UKI4","25 years or over","Total","Percentage","2.6"
"2019","UKI4","25 years or over","Males","Percentage","2.5"
"2019","UKI4","25 years or over","Females","Percentage","2.7"
"2019","UKI5","From 15 to 24 years","Total","Percentage","16.1"
"2019","UKI5","From 15 to 24 years","Males","Percentage","20.7"
"2019","UKI5","From 15 to 24 years","Females","Percentage","10.2"
"2019","UKI5","25 years or over","Total","Percentage","3.2"
"2019","UKI5","25 years or over","Males","Percentage","3.2"
"2019","UKI5","25 years or over","Females","Percentage","3.1"
"2019","UKI6","From 15 to 24 years","Total","Percentage","16.6"
"2019","UKI6","From 15 to 24 years","Males","Percentage","18.3"
"2019","UKI6","From 15 to 24 years","Females","Percentage","14.9"
"2019","UKI6","25 years or over","Total","Percentage","2.8"
"2019","UKI6","25 years or over","Males","Percentage","2.4"
"2019","UKI6","25 years or over","Females","Percentage","3.3"
"2019","UKI7","From 15 to 24 years","Total","Percentage","15.1"
"2019","UKI7","From 15 to 24 years","Males","Percentage","21.2"
"2019","UKI7","From 15 to 24 years","Females","Percentage",":"
"2019","UKI7","25 years or over","Total","Percentage","4.1"
"2019","UKI7","25 years or over","Males","Percentage","4.7"
"2019","UKI7","25 years or over","Females","Percentage","3.3"
"2019","UKJ","From 15 to 24 years","Total","Percentage","8.6"
"2019","UKJ","From 15 to 24 years","Males","Percentage","10.7"
"2019","UKJ","From 15 to 24 years","Females","Percentage","6.4"
"2019","UKJ","25 years or over","Total","Percentage","2.2"
"2019","UKJ","25 years or over","Males","Percentage","2.1"
"2019","UKJ","25 years or over","Females","Percentage","2.4"
"2019","UKJ1","From 15 to 24 years","Total","Percentage","8.1"
"2019","UKJ1","From 15 to 24 years","Males","Percentage","8.8"
"2019","UKJ1","From 15 to 24 years","Females","Percentage","7.1"
"2019","UKJ1","25 years or over","Total","Percentage","2.0"
"2019","UKJ1","25 years or over","Males","Percentage","1.8"
"2019","UKJ1","25 years or over","Females","Percentage","2.4"
"2019","UKJ2","From 15 to 24 years","Total","Percentage","9.0"
"2019","UKJ2","From 15 to 24 years","Males","Percentage","12.3"
"2019","UKJ2","From 15 to 24 years","Females","Percentage","5.2"
"2019","UKJ2","25 years or over","Total","Percentage","1.7"
"2019","UKJ2","25 years or over","Males","Percentage","1.8"
"2019","UKJ2","25 years or over","Females","Percentage","1.7"
"2019","UKJ3","From 15 to 24 years","Total","Percentage","6.8"
"2019","UKJ3","From 15 to 24 years","Males","Percentage","7.4"
"2019","UKJ3","From 15 to 24 years","Females","Percentage",":"
"2019","UKJ3","25 years or over","Total","Percentage","2.7"
"2019","UKJ3","25 years or over","Males","Percentage","2.5"
"2019","UKJ3","25 years or over","Females","Percentage","3.0"
"2019","UKJ4","From 15 to 24 years","Total","Percentage","10.7"
"2019","UKJ4","From 15 to 24 years","Males","Percentage","15.0"
"2019","UKJ4","From 15 to 24 years","Females","Percentage","7.4"
"2019","UKJ4","25 years or over","Total","Percentage","2.8"
"2019","UKJ4","25 years or over","Males","Percentage","3.0"
"2019","UKJ4","25 years or over","Females","Percentage","2.7"
"2019","UKK","From 15 to 24 years","Total","Percentage","8.3"
"2019","UKK","From 15 to 24 years","Males","Percentage","9.0"
"2019","UKK","From 15 to 24 years","Females","Percentage","7.5"
"2019","UKK","25 years or over","Total","Percentage","1.7"
"2019","UKK","25 years or over","Males","Percentage","1.8"
"2019","UKK","25 years or over","Females","Percentage","1.6"
"2019","UKK1","From 15 to 24 years","Total","Percentage","8.7"
"2019","UKK1","From 15 to 24 years","Males","Percentage","9.4"
"2019","UKK1","From 15 to 24 years","Females","Percentage","7.7"
"2019","UKK1","25 years or over","Total","Percentage","1.8"
"2019","UKK1","25 years or over","Males","Percentage","1.8"
"2019","UKK1","25 years or over","Females","Percentage","1.8"
"2019","UKK2","From 15 to 24 years","Total","Percentage","7.0"
"2019","UKK2","From 15 to 24 years","Males","Percentage",":"
"2019","UKK2","From 15 to 24 years","Females","Percentage",":"
"2019","UKK2","25 years or over","Total","Percentage","1.5"
"2019","UKK2","25 years or over","Males","Percentage",":"
"2019","UKK2","25 years or over","Females","Percentage","1.8"
"2019","UKK3","From 15 to 24 years","Total","Percentage",":"
"2019","UKK3","From 15 to 24 years","Males","Percentage",":"
"2019","UKK3","From 15 to 24 years","Females","Percentage",":"
"2019","UKK3","25 years or over","Total","Percentage",":"
"2019","UKK3","25 years or over","Males","Percentage",":"
"2019","UKK3","25 years or over","Females","Percentage",":"
"2019","UKK4","From 15 to 24 years","Total","Percentage","9.3"
"2019","UKK4","From 15 to 24 years","Males","Percentage","12.1"
"2019","UKK4","From 15 to 24 years","Females","Percentage",":"
"2019","UKK4","25 years or over","Total","Percentage","1.9"
"2019","UKK4","25 years or over","Males","Percentage","2.4"
"2019","UKK4","25 years or over","Females","Percentage",":"
"2019","UKL","From 15 to 24 years","Total","Percentage","9.6"
"2019","UKL","From 15 to 24 years","Males","Percentage","11.8"
"2019","UKL","From 15 to 24 years","Females","Percentage","7.3"
"2019","UKL","25 years or over","Total","Percentage","2.8"
"2019","UKL","25 years or over","Males","Percentage","2.7"
"2019","UKL","25 years or over","Females","Percentage","3.0"
"2019","UKL1","From 15 to 24 years","Total","Percentage","10.5"
"2019","UKL1","From 15 to 24 years","Males","Percentage","13.1"
"2019","UKL1","From 15 to 24 years","Females","Percentage","7.6"
"2019","UKL1","25 years or over","Total","Percentage","3.1"
"2019","UKL1","25 years or over","Males","Percentage","3.1"
"2019","UKL1","25 years or over","Females","Percentage","3.2"
"2019","UKL2","From 15 to 24 years","Total","Percentage","8.3"
"2019","UKL2","From 15 to 24 years","Males","Percentage","9.8"
"2019","UKL2","From 15 to 24 years","Females","Percentage",":"
"2019","UKL2","25 years or over","Total","Percentage","2.4"
"2019","UKL2","25 years or over","Males","Percentage","2.2"
"2019","UKL2","25 years or over","Females","Percentage","2.6"
"2019","UKM","From 15 to 24 years","Total","Percentage","7.4"
"2019","UKM","From 15 to 24 years","Males","Percentage","8.4"
"2019","UKM","From 15 to 24 years","Females","Percentage","6.4"
"2019","UKM","25 years or over","Total","Percentage","2.9"
"2019","UKM","25 years or over","Males","Percentage","3.0"
"2019","UKM","25 years or over","Females","Percentage","2.8"
"2019","UKM2","From 15 to 24 years","Total","Percentage",":"
"2019","UKM2","From 15 to 24 years","Males","Percentage",":"
"2019","UKM2","From 15 to 24 years","Females","Percentage",":"
"2019","UKM2","25 years or over","Total","Percentage",":"
"2019","UKM2","25 years or over","Males","Percentage",":"
"2019","UKM2","25 years or over","Females","Percentage",":"
"2019","UKM3","From 15 to 24 years","Total","Percentage",":"
"2019","UKM3","From 15 to 24 years","Males","Percentage",":"
"2019","UKM3","From 15 to 24 years","Females","Percentage",":"
"2019","UKM3","25 years or over","Total","Percentage",":"
"2019","UKM3","25 years or over","Males","Percentage",":"
"2019","UKM3","25 years or over","Females","Percentage",":"
"2019","UKM5","From 15 to 24 years","Total","Percentage",":"
"2019","UKM5","From 15 to 24 years","Males","Percentage",":"
"2019","UKM5","From 15 to 24 years","Females","Percentage",":"
"2019","UKM5","25 years or over","Total","Percentage","3.1"
"2019","UKM5","25 years or over","Males","Percentage",":"
"2019","UKM5","25 years or over","Females","Percentage","4.0"
"2019","UKM6","From 15 to 24 years","Total","Percentage",":"
"2019","UKM6","From 15 to 24 years","Males","Percentage",":"
"2019","UKM6","From 15 to 24 years","Females","Percentage",":"
"2019","UKM6","25 years or over","Total","Percentage",":"
"2019","UKM6","25 years or over","Males","Percentage",":"
"2019","UKM6","25 years or over","Females","Percentage",":"
"2019","UKM7","From 15 to 24 years","Total","Percentage","7.8"
"2019","UKM7","From 15 to 24 years","Males","Percentage","8.4"
"2019","UKM7","From 15 to 24 years","Females","Percentage","7.2"
"2019","UKM7","25 years or over","Total","Percentage","2.7"
"2019","UKM7","25 years or over","Males","Percentage","2.7"
"2019","UKM7","25 years or over","Females","Percentage","2.7"
"2019","UKM8","From 15 to 24 years","Total","Percentage","7.5"
"2019","UKM8","From 15 to 24 years","Males","Percentage","9.9"
"2019","UKM8","From 15 to 24 years","Females","Percentage",":"
"2019","UKM8","25 years or over","Total","Percentage","4.1"
"2019","UKM8","25 years or over","Males","Percentage","4.9"
"2019","UKM8","25 years or over","Females","Percentage","3.3"
"2019","UKM9","From 15 to 24 years","Total","Percentage","11.1"
"2019","UKM9","From 15 to 24 years","Males","Percentage",":"
"2019","UKM9","From 15 to 24 years","Females","Percentage",":"
"2019","UKM9","25 years or over","Total","Percentage","2.2"
"2019","UKM9","25 years or over","Males","Percentage","2.1"
"2019","UKM9","25 years or over","Females","Percentage","2.3"
"2019","UKN","From 15 to 24 years","Total","Percentage","7.0"
"2019","UKN","From 15 to 24 years","Males","Percentage",":"
"2019","UKN","From 15 to 24 years","Females","Percentage",":"
"2019","UKN","25 years or over","Total","Percentage","2.1"
"2019","UKN","25 years or over","Males","Percentage","2.5"
"2019","UKN","25 years or over","Females","Percentage","1.7"
"2019","UKN0","From 15 to 24 years","Total","Percentage","7.0"
"2019","UKN0","From 15 to 24 years","Males","Percentage",":"
"2019","UKN0","From 15 to 24 years","Females","Percentage",":"
"2019","UKN0","25 years or over","Total","Percentage","2.1"
"2019","UKN0","25 years or over","Males","Percentage","2.5"
"2019","UKN0","25 years or over","Females","Percentage","1.7"
"2019","ME","From 15 to 24 years","Total","Percentage","25.2"
"2019","ME","From 15 to 24 years","Males","Percentage","25.8"
"2019","ME","From 15 to 24 years","Females","Percentage","24.3"
"2019","ME","25 years or over","Total","Percentage","13.9"
"2019","ME","25 years or over","Males","Percentage","13.2"
"2019","ME","25 years or over","Females","Percentage","14.7"
"2019","ME0","From 15 to 24 years","Total","Percentage","25.2"
"2019","ME0","From 15 to 24 years","Males","Percentage","25.8"
"2019","ME0","From 15 to 24 years","Females","Percentage","24.3"
"2019","ME0","25 years or over","Total","Percentage","13.9"
"2019","ME0","25 years or over","Males","Percentage","13.2"
"2019","ME0","25 years or over","Females","Percentage","14.7"
"2019","ME00","From 15 to 24 years","Total","Percentage","25.2"
"2019","ME00","From 15 to 24 years","Males","Percentage","25.8"
"2019","ME00","From 15 to 24 years","Females","Percentage","24.3"
"2019","ME00","25 years or over","Total","Percentage","13.9"
"2019","ME00","25 years or over","Males","Percentage","13.2"
"2019","ME00","25 years or over","Females","Percentage","14.7"
"2019","MK","From 15 to 24 years","Total","Percentage","35.6"
"2019","MK","From 15 to 24 years","Males","Percentage","33.4"
"2019","MK","From 15 to 24 years","Females","Percentage","38.9"
"2019","MK","25 years or over","Total","Percentage","15.6"
"2019","MK","25 years or over","Males","Percentage","14.9"
"2019","MK","25 years or over","Females","Percentage","16.6"
"2019","MK0","From 15 to 24 years","Total","Percentage","35.6"
"2019","MK0","From 15 to 24 years","Males","Percentage","33.4"
"2019","MK0","From 15 to 24 years","Females","Percentage","38.9"
"2019","MK0","25 years or over","Total","Percentage","15.6"
"2019","MK0","25 years or over","Males","Percentage","14.9"
"2019","MK0","25 years or over","Females","Percentage","16.6"
"2019","MK00","From 15 to 24 years","Total","Percentage","35.6"
"2019","MK00","From 15 to 24 years","Males","Percentage","33.4"
"2019","MK00","From 15 to 24 years","Females","Percentage","38.9"
"2019","MK00","25 years or over","Total","Percentage","15.6"
"2019","MK00","25 years or over","Males","Percentage","14.9"
"2019","MK00","25 years or over","Females","Percentage","16.6"
"2019","RS","From 15 to 24 years","Total","Percentage","27.5"
"2019","RS","From 15 to 24 years","Males","Percentage","26.1"
"2019","RS","From 15 to 24 years","Females","Percentage","29.9"
"2019","RS","25 years or over","Total","Percentage","9.2"
"2019","RS","25 years or over","Males","Percentage","8.5"
"2019","RS","25 years or over","Females","Percentage","10.0"
"2019","RS1","From 15 to 24 years","Total","Percentage","22.8"
"2019","RS1","From 15 to 24 years","Males","Percentage","21.7"
"2019","RS1","From 15 to 24 years","Females","Percentage","24.5"
"2019","RS1","25 years or over","Total","Percentage","7.7"
"2019","RS1","25 years or over","Males","Percentage","7.0"
"2019","RS1","25 years or over","Females","Percentage","8.5"
"2019","RS11","From 15 to 24 years","Total","Percentage","23.8"
"2019","RS11","From 15 to 24 years","Males","Percentage","21.7"
"2019","RS11","From 15 to 24 years","Females","Percentage","26.9"
"2019","RS11","25 years or over","Total","Percentage","7.4"
"2019","RS11","25 years or over","Males","Percentage","6.4"
"2019","RS11","25 years or over","Females","Percentage","8.5"
