"TIME","GEO","CITIZEN","ISCED11","AGE","UNIT","SEX","Value"
"2019","FI1D","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","87.7"
"2019","FI1D","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","84.6"
"2019","FI2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total",":"
"2019","FI2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males",":"
"2019","FI2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females",":"
"2019","FI2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","83.1"
"2019","FI2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","89.2"
"2019","FI2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","76.8"
"2019","FI2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","94.1"
"2019","FI2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males",":"
"2019","FI2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","92.7"
"2019","FI20","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total",":"
"2019","FI20","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males",":"
"2019","FI20","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females",":"
"2019","FI20","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","83.1"
"2019","FI20","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","89.2"
"2019","FI20","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","76.8"
"2019","FI20","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","94.1"
"2019","FI20","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males",":"
"2019","FI20","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","92.7"
"2019","SE","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","61.2"
"2019","SE","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","70.4"
"2019","SE","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","48.9"
"2019","SE","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","82.9"
"2019","SE","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","85.4"
"2019","SE","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","79.5"
"2019","SE","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","88.8"
"2019","SE","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.6"
"2019","SE","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","88.2"
"2019","SE1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","63.4"
"2019","SE1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","72.6"
"2019","SE1","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","51.8"
"2019","SE1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","83.1"
"2019","SE1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","85.3"
"2019","SE1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","80.3"
"2019","SE1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","89.1"
"2019","SE1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","90.0"
"2019","SE1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","88.4"
"2019","SE11","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","67.5"
"2019","SE11","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","74.3"
"2019","SE11","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","58.9"
"2019","SE11","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","83.7"
"2019","SE11","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","85.5"
"2019","SE11","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","81.6"
"2019","SE11","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","90.2"
"2019","SE11","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","91.1"
"2019","SE11","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","89.5"
"2019","SE12","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","58.2"
"2019","SE12","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","70.5"
"2019","SE12","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","43.4"
"2019","SE12","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","82.4"
"2019","SE12","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","85.1"
"2019","SE12","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","78.5"
"2019","SE12","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","87.0"
"2019","SE12","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","87.8"
"2019","SE12","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","86.5"
"2019","SE2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","60.8"
"2019","SE2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","72.8"
"2019","SE2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","44.7"
"2019","SE2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","83.0"
"2019","SE2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","85.8"
"2019","SE2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","79.2"
"2019","SE2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","88.6"
"2019","SE2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.0"
"2019","SE2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","88.2"
"2019","SE21","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","65.8"
"2019","SE21","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","76.5"
"2019","SE21","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","47.8"
"2019","SE21","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","86.1"
"2019","SE21","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","88.9"
"2019","SE21","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","82.6"
"2019","SE21","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","90.5"
"2019","SE21","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","92.0"
"2019","SE21","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","89.4"
"2019","SE22","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","56.6"
"2019","SE22","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","68.0"
"2019","SE22","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","42.0"
"2019","SE22","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","77.9"
"2019","SE22","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","82.4"
"2019","SE22","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","71.7"
"2019","SE22","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","86.6"
"2019","SE22","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","86.2"
"2019","SE22","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","86.9"
"2019","SE23","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","61.8"
"2019","SE23","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","74.6"
"2019","SE23","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","45.6"
"2019","SE23","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","85.0"
"2019","SE23","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","86.9"
"2019","SE23","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","82.6"
"2019","SE23","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","89.4"
"2019","SE23","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","90.3"
"2019","SE23","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","88.8"
"2019","SE3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","57.1"
"2019","SE3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","59.9"
"2019","SE3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","53.2"
"2019","SE3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","82.3"
"2019","SE3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","84.8"
"2019","SE3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","78.7"
"2019","SE3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","88.4"
"2019","SE3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","90.1"
"2019","SE3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","87.4"
"2019","SE31","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","58.7"
"2019","SE31","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","60.5"
"2019","SE31","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","56.1"
"2019","SE31","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","82.9"
"2019","SE31","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","84.8"
"2019","SE31","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","80.1"
"2019","SE31","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","88.3"
"2019","SE31","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","91.0"
"2019","SE31","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","86.8"
"2019","SE32","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","45.3"
"2019","SE32","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","48.8"
"2019","SE32","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","41.4"
"2019","SE32","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","84.3"
"2019","SE32","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","86.9"
"2019","SE32","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","80.9"
"2019","SE32","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","91.3"
"2019","SE32","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.0"
"2019","SE32","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","93.1"
"2019","SE33","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","65.7"
"2019","SE33","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","69.2"
"2019","SE33","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","60.1"
"2019","SE33","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","80.0"
"2019","SE33","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","83.6"
"2019","SE33","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","74.6"
"2019","SE33","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","86.6"
"2019","SE33","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.8"
"2019","SE33","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","84.5"
"2019","IS","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","76.6"
"2019","IS","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","81.1"
"2019","IS","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","70.5"
"2019","IS","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","85.4"
"2019","IS","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","89.4"
"2019","IS","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","79.8"
"2019","IS","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","91.6"
"2019","IS","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","93.4"
"2019","IS","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","90.2"
"2019","IS0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","76.6"
"2019","IS0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","81.1"
"2019","IS0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","70.5"
"2019","IS0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","85.4"
"2019","IS0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","89.4"
"2019","IS0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","79.8"
"2019","IS0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","91.6"
"2019","IS0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","93.4"
"2019","IS0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","90.2"
"2019","IS00","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","76.6"
"2019","IS00","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","81.1"
"2019","IS00","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","70.5"
"2019","IS00","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","85.4"
"2019","IS00","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","89.4"
"2019","IS00","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","79.8"
"2019","IS00","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","91.6"
"2019","IS00","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","93.4"
"2019","IS00","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","90.2"
"2019","NO","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","60.8"
"2019","NO","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","66.3"
"2019","NO","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","54.3"
"2019","NO","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","78.1"
"2019","NO","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","82.1"
"2019","NO","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","73.0"
"2019","NO","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","88.6"
"2019","NO","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.7"
"2019","NO","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","87.7"
"2019","NO0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","60.8"
"2019","NO0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","66.3"
"2019","NO0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","54.3"
"2019","NO0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","78.1"
"2019","NO0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","82.1"
"2019","NO0","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","73.0"
"2019","NO0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","88.6"
"2019","NO0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.7"
"2019","NO0","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","87.7"
"2019","NO01","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","61.5"
"2019","NO01","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","64.3"
"2019","NO01","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","58.0"
"2019","NO01","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","78.4"
"2019","NO01","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","83.6"
"2019","NO01","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","71.9"
"2019","NO01","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","90.0"
"2019","NO01","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","91.6"
"2019","NO01","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","88.6"
"2019","NO02","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","59.0"
"2019","NO02","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","68.0"
"2019","NO02","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","49.2"
"2019","NO02","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","76.6"
"2019","NO02","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","80.8"
"2019","NO02","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","71.0"
"2019","NO02","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","89.7"
"2019","NO02","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","91.1"
"2019","NO02","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","88.7"
"2019","NO03","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","57.6"
"2019","NO03","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","65.0"
"2019","NO03","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","49.3"
"2019","NO03","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","76.6"
"2019","NO03","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","79.7"
"2019","NO03","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","72.8"
"2019","NO03","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","87.4"
"2019","NO03","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","88.1"
"2019","NO03","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","86.9"
"2019","NO04","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","59.8"
"2019","NO04","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","66.1"
"2019","NO04","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","52.7"
"2019","NO04","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","78.0"
"2019","NO04","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","81.7"
"2019","NO04","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","73.3"
"2019","NO04","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","88.0"
"2019","NO04","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.6"
"2019","NO04","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","86.8"
"2019","NO05","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","63.6"
"2019","NO05","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","66.0"
"2019","NO05","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","60.6"
"2019","NO05","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","79.6"
"2019","NO05","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","82.4"
"2019","NO05","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","75.6"
"2019","NO05","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","87.4"
"2019","NO05","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","87.9"
"2019","NO05","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","87.0"
"2019","NO06","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","61.0"
"2019","NO06","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","71.1"
"2019","NO06","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","49.3"
"2019","NO06","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","79.2"
"2019","NO06","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","82.8"
"2019","NO06","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","74.4"
"2019","NO06","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","88.3"
"2019","NO06","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","89.3"
"2019","NO06","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","87.4"
"2019","NO07","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","63.9"
"2019","NO07","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","68.3"
"2019","NO07","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","58.1"
"2019","NO07","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","78.1"
"2019","NO07","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","83.8"
"2019","NO07","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","71.2"
"2019","NO07","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","88.0"
"2019","NO07","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","88.1"
"2019","NO07","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","87.9"
"2019","CH","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","69.7"
"2019","CH","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","76.8"
"2019","CH","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","63.2"
"2019","CH","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","80.8"
"2019","CH","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","84.4"
"2019","CH","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","77.5"
"2019","CH","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","89.0"
"2019","CH","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","92.6"
"2019","CH","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","84.7"
"2019","CH0","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","69.7"
