"TIME","GEO","SEX","WORKTIME","WSTATUS","NACE_R2","UNIT","Value"
"2016","Netherlands","Total","Total","Employed persons","Total - all NACE activities","Hour","30.3"
"2016","Netherlands","Males","Total","Employed persons","Total - all NACE activities","Hour","35.0"
"2016","Netherlands","Females","Total","Employed persons","Total - all NACE activities","Hour","24.9"
"2016","Austria","Total","Total","Employed persons","Total - all NACE activities","Hour","36.5"
"2016","Austria","Males","Total","Employed persons","Total - all NACE activities","Hour","40.6"
"2016","Austria","Females","Total","Employed persons","Total - all NACE activities","Hour","31.9"
"2016","Poland","Total","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2016","Poland","Males","Total","Employed persons","Total - all NACE activities","Hour","42.3"
"2016","Poland","Females","Total","Employed persons","Total - all NACE activities","Hour","38.7"
"2016","Portugal","Total","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2016","Portugal","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2016","Portugal","Females","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2016","Romania","Total","Total","Employed persons","Total - all NACE activities","Hour","39.9"
"2016","Romania","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2016","Romania","Females","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2016","Slovenia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2016","Slovenia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2016","Slovenia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2016","Slovakia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2016","Slovakia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0"
"2016","Slovakia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2016","Finland","Total","Total","Employed persons","Total - all NACE activities","Hour","36.7"
"2016","Finland","Males","Total","Employed persons","Total - all NACE activities","Hour","38.6"
"2016","Finland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.6"
"2016","Sweden","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2016","Sweden","Males","Total","Employed persons","Total - all NACE activities","Hour","38.2"
"2016","Sweden","Females","Total","Employed persons","Total - all NACE activities","Hour","34.5"
"2016","Iceland","Total","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2016","Iceland","Males","Total","Employed persons","Total - all NACE activities","Hour","43.2"
"2016","Iceland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2016","Norway","Total","Total","Employed persons","Total - all NACE activities","Hour","33.8"
"2016","Norway","Males","Total","Employed persons","Total - all NACE activities","Hour","36.0"
"2016","Norway","Females","Total","Employed persons","Total - all NACE activities","Hour","31.4"
"2016","Switzerland","Total","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2016","Switzerland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2016","Switzerland","Females","Total","Employed persons","Total - all NACE activities","Hour","29.2"
"2016","United Kingdom","Total","Total","Employed persons","Total - all NACE activities","Hour","36.6"
"2016","United Kingdom","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2016","United Kingdom","Females","Total","Employed persons","Total - all NACE activities","Hour","31.8"
"2016","Montenegro","Total","Total","Employed persons","Total - all NACE activities","Hour","43.2"
"2016","Montenegro","Males","Total","Employed persons","Total - all NACE activities","Hour","43.8"
"2016","Montenegro","Females","Total","Employed persons","Total - all NACE activities","Hour","42.5"
"2016","North Macedonia","Total","Total","Employed persons","Total - all NACE activities","Hour","41.7"
"2016","North Macedonia","Males","Total","Employed persons","Total - all NACE activities","Hour","42.2"
"2016","North Macedonia","Females","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2016","Serbia","Total","Total","Employed persons","Total - all NACE activities","Hour","43.3"
"2016","Serbia","Males","Total","Employed persons","Total - all NACE activities","Hour","44.5"
"2016","Serbia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.8"
"2016","Turkey","Total","Total","Employed persons","Total - all NACE activities","Hour","46.8"
"2016","Turkey","Males","Total","Employed persons","Total - all NACE activities","Hour","49.1"
"2016","Turkey","Females","Total","Employed persons","Total - all NACE activities","Hour","41.5"
"2017","European Union - 27 countries (from 2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2017","European Union - 27 countries (from 2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2017","European Union - 27 countries (from 2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","34.0"
"2017","European Union - 28 countries (2013-2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2017","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2017","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.7"
"2017","European Union - 15 countries (1995-2004)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.3"
"2017","European Union - 15 countries (1995-2004)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2017","European Union - 15 countries (1995-2004)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.4"
"2017","Euro area - 19 countries  (from 2015)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.5"
"2017","Euro area - 19 countries  (from 2015)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2017","Euro area - 19 countries  (from 2015)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.8"
"2017","Belgium","Total","Total","Employed persons","Total - all NACE activities","Hour","37.5"
"2017","Belgium","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2017","Belgium","Females","Total","Employed persons","Total - all NACE activities","Hour","33.7"
"2017","Bulgaria","Total","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2017","Bulgaria","Males","Total","Employed persons","Total - all NACE activities","Hour","41.1"
"2017","Bulgaria","Females","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2017","Czechia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2017","Czechia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.7"
"2017","Czechia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.2"
"2017","Denmark","Total","Total","Employed persons","Total - all NACE activities","Hour","33.4"
"2017","Denmark","Males","Total","Employed persons","Total - all NACE activities","Hour","35.4"
"2017","Denmark","Females","Total","Employed persons","Total - all NACE activities","Hour","31.2"
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Total - all NACE activities","Hour","35.0"
"2017","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2017","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Total - all NACE activities","Hour","30.5"
"2017","Estonia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2017","Estonia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2017","Estonia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2017","Ireland","Total","Total","Employed persons","Total - all NACE activities","Hour","36.3"
"2017","Ireland","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2017","Ireland","Females","Total","Employed persons","Total - all NACE activities","Hour","32.1"
"2017","Greece","Total","Total","Employed persons","Total - all NACE activities","Hour","42.0"
"2017","Greece","Males","Total","Employed persons","Total - all NACE activities","Hour","44.2"
"2017","Greece","Females","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2017","Spain","Total","Total","Employed persons","Total - all NACE activities","Hour","37.7"
"2017","Spain","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2017","Spain","Females","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2017","France","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2017","France","Males","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2017","France","Females","Total","Employed persons","Total - all NACE activities","Hour","34.4"
"2017","Croatia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2017","Croatia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2017","Croatia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2017","Italy","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2017","Italy","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2017","Italy","Females","Total","Employed persons","Total - all NACE activities","Hour","32.9"
"2017","Cyprus","Total","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2017","Cyprus","Males","Total","Employed persons","Total - all NACE activities","Hour","41.1"
"2017","Cyprus","Females","Total","Employed persons","Total - all NACE activities","Hour","37.3"
"2017","Latvia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2017","Latvia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2017","Latvia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2017","Lithuania","Total","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2017","Lithuania","Males","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2017","Lithuania","Females","Total","Employed persons","Total - all NACE activities","Hour","37.7"
"2017","Luxembourg","Total","Total","Employed persons","Total - all NACE activities","Hour","37.3"
"2017","Luxembourg","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2017","Luxembourg","Females","Total","Employed persons","Total - all NACE activities","Hour","34.0"
"2017","Hungary","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2017","Hungary","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2017","Hungary","Females","Total","Employed persons","Total - all NACE activities","Hour","39.1"
"2017","Malta","Total","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2017","Malta","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2017","Malta","Females","Total","Employed persons","Total - all NACE activities","Hour","35.6"
"2017","Netherlands","Total","Total","Employed persons","Total - all NACE activities","Hour","30.3"
"2017","Netherlands","Males","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2017","Netherlands","Females","Total","Employed persons","Total - all NACE activities","Hour","25.1"
"2017","Austria","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2017","Austria","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2017","Austria","Females","Total","Employed persons","Total - all NACE activities","Hour","31.8"
"2017","Poland","Total","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2017","Poland","Males","Total","Employed persons","Total - all NACE activities","Hour","42.1"
"2017","Poland","Females","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2017","Portugal","Total","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2017","Portugal","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2017","Portugal","Females","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2017","Romania","Total","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2017","Romania","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2017","Romania","Females","Total","Employed persons","Total - all NACE activities","Hour","39.1"
"2017","Slovenia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2017","Slovenia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2017","Slovenia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.8"
"2017","Slovakia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2017","Slovakia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2017","Slovakia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.6"
"2017","Finland","Total","Total","Employed persons","Total - all NACE activities","Hour","36.7"
"2017","Finland","Males","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2017","Finland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.8"
"2017","Sweden","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2017","Sweden","Males","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2017","Sweden","Females","Total","Employed persons","Total - all NACE activities","Hour","34.6"
"2017","Iceland","Total","Total","Employed persons","Total - all NACE activities","Hour","39.1"
"2017","Iceland","Males","Total","Employed persons","Total - all NACE activities","Hour","42.8"
"2017","Iceland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2017","Norway","Total","Total","Employed persons","Total - all NACE activities","Hour","33.9"
"2017","Norway","Males","Total","Employed persons","Total - all NACE activities","Hour","36.0"
"2017","Norway","Females","Total","Employed persons","Total - all NACE activities","Hour","31.5"
"2017","Switzerland","Total","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2017","Switzerland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2017","Switzerland","Females","Total","Employed persons","Total - all NACE activities","Hour","29.3"
"2017","United Kingdom","Total","Total","Employed persons","Total - all NACE activities","Hour","36.6"
"2017","United Kingdom","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2017","United Kingdom","Females","Total","Employed persons","Total - all NACE activities","Hour","31.8"
"2017","Montenegro","Total","Total","Employed persons","Total - all NACE activities","Hour","43.2"
"2017","Montenegro","Males","Total","Employed persons","Total - all NACE activities","Hour","43.9"
"2017","Montenegro","Females","Total","Employed persons","Total - all NACE activities","Hour","42.3"
"2017","North Macedonia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.5"
"2017","North Macedonia","Males","Total","Employed persons","Total - all NACE activities","Hour","43.0"
"2017","North Macedonia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.7"
"2017","Serbia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.9"
"2017","Serbia","Males","Total","Employed persons","Total - all NACE activities","Hour","44.0"
"2017","Serbia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.7"
"2017","Turkey","Total","Total","Employed persons","Total - all NACE activities","Hour","46.4"
"2017","Turkey","Males","Total","Employed persons","Total - all NACE activities","Hour","48.8"
"2017","Turkey","Females","Total","Employed persons","Total - all NACE activities","Hour","41.1"
"2018","European Union - 27 countries (from 2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2018","European Union - 27 countries (from 2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2018","European Union - 27 countries (from 2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","34.1"
"2018","European Union - 28 countries (2013-2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2018","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.9"
"2018","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.7"
"2018","European Union - 15 countries (1995-2004)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.3"
"2018","European Union - 15 countries (1995-2004)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2018","European Union - 15 countries (1995-2004)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.5"
"2018","Euro area - 19 countries  (from 2015)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.5"
"2018","Euro area - 19 countries  (from 2015)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2018","Euro area - 19 countries  (from 2015)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.9"
"2018","Belgium","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2018","Belgium","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2018","Belgium","Females","Total","Employed persons","Total - all NACE activities","Hour","33.5"
"2018","Bulgaria","Total","Total","Employed persons","Total - all NACE activities","Hour","40.7"
"2018","Bulgaria","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0"
"2018","Bulgaria","Females","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2018","Czechia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2018","Czechia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.7"
"2018","Czechia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.2"
"2018","Denmark","Total","Total","Employed persons","Total - all NACE activities","Hour","33.5"
"2018","Denmark","Males","Total","Employed persons","Total - all NACE activities","Hour","35.5"
"2018","Denmark","Females","Total","Employed persons","Total - all NACE activities","Hour","31.2"
"2018","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2018","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Total - all NACE activities","Hour","38.7"
"2018","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Total - all NACE activities","Hour","30.5"
"2018","Estonia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.2"
"2018","Estonia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2018","Estonia","Females","Total","Employed persons","Total - all NACE activities","Hour","36.9"
"2018","Ireland","Total","Total","Employed persons","Total - all NACE activities","Hour","36.5"
"2018","Ireland","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2018","Ireland","Females","Total","Employed persons","Total - all NACE activities","Hour","32.2"
"2018","Greece","Total","Total","Employed persons","Total - all NACE activities","Hour","42.0"
"2018","Greece","Males","Total","Employed persons","Total - all NACE activities","Hour","44.2"
"2018","Greece","Females","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2018","Spain","Total","Total","Employed persons","Total - all NACE activities","Hour","37.7"
"2018","Spain","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2018","Spain","Females","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2018","France","Total","Total","Employed persons","Total - all NACE activities","Hour","37.3"
"2018","France","Males","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2018","France","Females","Total","Employed persons","Total - all NACE activities","Hour","34.5"
"2018","Croatia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2018","Croatia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.1"
"2018","Croatia","Females","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2018","Italy","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2018","Italy","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2018","Italy","Females","Total","Employed persons","Total - all NACE activities","Hour","33.0"
"2018","Cyprus","Total","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2018","Cyprus","Males","Total","Employed persons","Total - all NACE activities","Hour","41.0"
"2018","Cyprus","Females","Total","Employed persons","Total - all NACE activities","Hour","37.5"
"2018","Latvia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2018","Latvia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2018","Latvia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2018","Lithuania","Total","Total","Employed persons","Total - all NACE activities","Hour","38.6"
"2018","Lithuania","Males","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2018","Lithuania","Females","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2018","Luxembourg","Total","Total","Employed persons","Total - all NACE activities","Hour","37.6"
"2018","Luxembourg","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2018","Luxembourg","Females","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2018","Hungary","Total","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2018","Hungary","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2018","Hungary","Females","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2018","Malta","Total","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2018","Malta","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2018","Malta","Females","Total","Employed persons","Total - all NACE activities","Hour","36.0"
"2018","Netherlands","Total","Total","Employed persons","Total - all NACE activities","Hour","30.4"
"2018","Netherlands","Males","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2018","Netherlands","Females","Total","Employed persons","Total - all NACE activities","Hour","25.3"
"2018","Austria","Total","Total","Employed persons","Total - all NACE activities","Hour","36.5"
"2018","Austria","Males","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2018","Austria","Females","Total","Employed persons","Total - all NACE activities","Hour","31.9"
"2018","Poland","Total","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2018","Poland","Males","Total","Employed persons","Total - all NACE activities","Hour","41.9"
"2018","Poland","Females","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2018","Portugal","Total","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2018","Portugal","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2018","Portugal","Females","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2018","Romania","Total","Total","Employed persons","Total - all NACE activities","Hour","39.6"
"2018","Romania","Males","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2018","Romania","Females","Total","Employed persons","Total - all NACE activities","Hour","39.0"
"2018","Slovenia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2018","Slovenia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2018","Slovenia","Females","Total","Employed persons","Total - all NACE activities","Hour","37.8"
"2018","Slovakia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2018","Slovakia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.9"
"2018","Slovakia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.7"
"2018","Finland","Total","Total","Employed persons","Total - all NACE activities","Hour","36.8"
"2018","Finland","Males","Total","Employed persons","Total - all NACE activities","Hour","38.5"
"2018","Finland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.8"
"2018","Sweden","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2018","Sweden","Males","Total","Employed persons","Total - all NACE activities","Hour","38.0"
"2018","Sweden","Females","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2018","Iceland","Total","Total","Employed persons","Total - all NACE activities","Hour","39.2"
"2018","Iceland","Males","Total","Employed persons","Total - all NACE activities","Hour","42.9"
"2018","Iceland","Females","Total","Employed persons","Total - all NACE activities","Hour","34.9"
"2018","Norway","Total","Total","Employed persons","Total - all NACE activities","Hour","33.8"
"2018","Norway","Males","Total","Employed persons","Total - all NACE activities","Hour","36.0"
"2018","Norway","Females","Total","Employed persons","Total - all NACE activities","Hour","31.3"
"2018","Switzerland","Total","Total","Employed persons","Total - all NACE activities","Hour","34.7"
"2018","Switzerland","Males","Total","Employed persons","Total - all NACE activities","Hour","39.3"
"2018","Switzerland","Females","Total","Employed persons","Total - all NACE activities","Hour","29.3"
"2018","United Kingdom","Total","Total","Employed persons","Total - all NACE activities","Hour","36.5"
"2018","United Kingdom","Males","Total","Employed persons","Total - all NACE activities","Hour","40.6"
"2018","United Kingdom","Females","Total","Employed persons","Total - all NACE activities","Hour","31.9"
"2018","Montenegro","Total","Total","Employed persons","Total - all NACE activities","Hour","44.1"
"2018","Montenegro","Males","Total","Employed persons","Total - all NACE activities","Hour","45.1"
"2018","Montenegro","Females","Total","Employed persons","Total - all NACE activities","Hour","42.8"
"2018","North Macedonia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.3"
"2018","North Macedonia","Males","Total","Employed persons","Total - all NACE activities","Hour","42.7"
"2018","North Macedonia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.7"
"2018","Serbia","Total","Total","Employed persons","Total - all NACE activities","Hour","42.8"
"2018","Serbia","Males","Total","Employed persons","Total - all NACE activities","Hour","43.8"
"2018","Serbia","Females","Total","Employed persons","Total - all NACE activities","Hour","41.7"
"2018","Turkey","Total","Total","Employed persons","Total - all NACE activities","Hour","45.7"
"2018","Turkey","Males","Total","Employed persons","Total - all NACE activities","Hour","47.9"
"2018","Turkey","Females","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2019","European Union - 27 countries (from 2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2019","European Union - 27 countries (from 2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2019","European Union - 27 countries (from 2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","34.1"
"2019","European Union - 28 countries (2013-2020)","Total","Total","Employed persons","Total - all NACE activities","Hour","37.0"
"2019","European Union - 28 countries (2013-2020)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.8"
"2019","European Union - 28 countries (2013-2020)","Females","Total","Employed persons","Total - all NACE activities","Hour","33.8"
"2019","European Union - 15 countries (1995-2004)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.3"
"2019","European Union - 15 countries (1995-2004)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2019","European Union - 15 countries (1995-2004)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.6"
"2019","Euro area - 19 countries  (from 2015)","Total","Total","Employed persons","Total - all NACE activities","Hour","36.4"
"2019","Euro area - 19 countries  (from 2015)","Males","Total","Employed persons","Total - all NACE activities","Hour","39.5"
"2019","Euro area - 19 countries  (from 2015)","Females","Total","Employed persons","Total - all NACE activities","Hour","32.9"
"2019","Belgium","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2"
"2019","Belgium","Males","Total","Employed persons","Total - all NACE activities","Hour","40.4"
"2019","Belgium","Females","Total","Employed persons","Total - all NACE activities","Hour","33.6"
"2019","Bulgaria","Total","Total","Employed persons","Total - all NACE activities","Hour","40.5"
"2019","Bulgaria","Males","Total","Employed persons","Total - all NACE activities","Hour","40.8"
"2019","Bulgaria","Females","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2019","Czechia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.0"
"2019","Czechia","Males","Total","Employed persons","Total - all NACE activities","Hour","41.5"
"2019","Czechia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.2"
"2019","Denmark","Total","Total","Employed persons","Total - all NACE activities","Hour","33.3"
"2019","Denmark","Males","Total","Employed persons","Total - all NACE activities","Hour","35.2"
"2019","Denmark","Females","Total","Employed persons","Total - all NACE activities","Hour","31.1"
"2019","Germany (until 1990 former territory of the FRG)","Total","Total","Employed persons","Total - all NACE activities","Hour","34.8"
"2019","Germany (until 1990 former territory of the FRG)","Males","Total","Employed persons","Total - all NACE activities","Hour","38.6"
"2019","Germany (until 1990 former territory of the FRG)","Females","Total","Employed persons","Total - all NACE activities","Hour","30.5"
"2019","Estonia","Total","Total","Employed persons","Total - all NACE activities","Hour","38.1"
"2019","Estonia","Males","Total","Employed persons","Total - all NACE activities","Hour","39.4"
"2019","Estonia","Females","Total","Employed persons","Total - all NACE activities","Hour","36.7"
"2019","Ireland","Total","Total","Employed persons","Total - all NACE activities","Hour","36.5"
"2019","Ireland","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2019","Ireland","Females","Total","Employed persons","Total - all NACE activities","Hour","32.1"
"2019","Greece","Total","Total","Employed persons","Total - all NACE activities","Hour","41.7"
"2019","Greece","Males","Total","Employed persons","Total - all NACE activities","Hour","43.9"
"2019","Greece","Females","Total","Employed persons","Total - all NACE activities","Hour","38.8"
"2019","Spain","Total","Total","Employed persons","Total - all NACE activities","Hour","37.5"
"2019","Spain","Males","Total","Employed persons","Total - all NACE activities","Hour","39.9"
"2019","Spain","Females","Total","Employed persons","Total - all NACE activities","Hour","34.6"
"2019","France","Total","Total","Employed persons","Total - all NACE activities","Hour","37.4"
"2019","France","Males","Total","Employed persons","Total - all NACE activities","Hour","39.9"
"2019","France","Females","Total","Employed persons","Total - all NACE activities","Hour","34.8"
"2019","Croatia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.7"
"2019","Croatia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.3"
"2019","Croatia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.9"
"2019","Italy","Total","Total","Employed persons","Total - all NACE activities","Hour","37.1"
"2019","Italy","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2"
"2019","Italy","Females","Total","Employed persons","Total - all NACE activities","Hour","33.0"
"2019","Cyprus","Total","Total","Employed persons","Total - all NACE activities","Hour","39.3"
