"TIME","GEO","SEX","AGE","UNIT","ISCED11","Value"
"2012","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","26.1"
"2012","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","31.5"
"2012","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","68.5"
"2012","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.4"
"2012","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.1"
"2012","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","31.0"
"2012","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","69.0"
"2012","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.9"
"2012","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.0"
"2012","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.5"
"2012","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","67.5"
"2012","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.3"
"2012","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.2"
"2012","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.9"
"2012","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","67.1"
"2012","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.8"
"2012","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","23.3"
"2012","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.1"
"2012","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","67.9"
"2012","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.7"
"2012","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.2"
"2012","Belgium","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","31.4"
"2012","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","68.6"
"2012","Belgium","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","37.4"
"2012","Belgium","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","31.3"
"2012","Belgium","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.7"
"2012","Belgium","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","67.3"
"2012","Belgium","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.7"
"2012","Belgium","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.7"
"2012","Belgium","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","30.1"
"2012","Belgium","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","69.9"
"2012","Belgium","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","36.0"
"2012","Belgium","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","33.9"
"2012","Bulgaria","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.0"
"2012","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","77.0"
"2012","Bulgaria","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.4"
"2012","Bulgaria","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","20.7"
"2012","Bulgaria","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.0"
"2012","Bulgaria","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","77.0"
"2012","Bulgaria","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.8"
"2012","Bulgaria","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","16.1"
"2012","Bulgaria","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","22.9"
"2012","Bulgaria","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","77.1"
"2012","Bulgaria","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","51.9"
"2012","Bulgaria","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.2"
"2012","Czechia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","13.4"
"2012","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","86.6"
"2012","Czechia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","69.6"
"2012","Czechia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","17.0"
"2012","Czechia","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","11.6"
"2012","Czechia","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","88.4"
"2012","Czechia","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","71.9"
"2012","Czechia","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","16.5"
"2012","Czechia","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","15.3"
"2012","Czechia","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","84.7"
"2012","Czechia","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","67.2"
"2012","Czechia","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","17.5"
"2012","Denmark","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","30.1"
"2012","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","69.9"
"2012","Denmark","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.4"
"2012","Denmark","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.5"
"2012","Denmark","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","31.1"
"2012","Denmark","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","68.9"
"2012","Denmark","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","44.8"
"2012","Denmark","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.1"
"2012","Denmark","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","29.0"
"2012","Denmark","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.0"
"2012","Denmark","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.0"
"2012","Denmark","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","33.0"
"2012","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","17.9"
"2012","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","82.1"
"2012","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.2"
"2012","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.9"
"2012","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","16.3"
"2012","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","83.7"
"2012","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.0"
"2012","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","26.7"
"2012","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.5"
"2012","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.5"
"2012","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.4"
"2012","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","23.1"
"2012","Estonia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","16.8"
"2012","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","83.2"
"2012","Estonia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","51.1"
"2012","Estonia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","32.1"
"2012","Estonia","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.9"
"2012","Estonia","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","80.1"
"2012","Estonia","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.9"
"2012","Estonia","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","24.2"
"2012","Estonia","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","13.8"
"2012","Estonia","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","86.2"
"2012","Estonia","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.5"
"2012","Estonia","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","39.7"
"2012","Ireland","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.2"
"2012","Ireland","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.8"
"2012","Ireland","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","36.1"
"2012","Ireland","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","35.7"
"2012","Ireland","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","30.9"
"2012","Ireland","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","69.1"
"2012","Ireland","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","36.8"
"2012","Ireland","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","32.3"
"2012","Ireland","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","25.6"
"2012","Ireland","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","74.4"
"2012","Ireland","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","35.4"
"2012","Ireland","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","39.0"
"2012","Greece","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","35.9"
"2012","Greece","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","64.1"
"2012","Greece","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.3"
"2012","Greece","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","22.9"
"2012","Greece","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","37.7"
"2012","Greece","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","62.3"
"2012","Greece","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.1"
"2012","Greece","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","22.2"
"2012","Greece","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","34.1"
"2012","Greece","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","65.9"
"2012","Greece","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","42.4"
"2012","Greece","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","23.5"
"2012","Spain","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","46.4"
"2012","Spain","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","53.6"
"2012","Spain","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","23.6"
"2012","Spain","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","30.0"
"2012","Spain","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","48.6"
"2012","Spain","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","51.4"
"2012","Spain","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","23.2"
"2012","Spain","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.2"
"2012","Spain","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","44.2"
"2012","Spain","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","55.8"
"2012","Spain","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","24.0"
"2012","Spain","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","31.8"
"2012","France","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","30.4"
"2012","France","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","69.6"
"2012","France","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.9"
"2012","France","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","27.7"
"2012","France","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","30.2"
"2012","France","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","69.8"
"2012","France","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.9"
"2012","France","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.9"
"2012","France","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","30.5"
"2012","France","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","69.5"
"2012","France","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","39.9"
"2012","France","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","29.5"
"2012","Croatia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.1"
"2012","Croatia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","76.9"
"2012","Croatia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","61.1"
"2012","Croatia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","15.8"
"2012","Croatia","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","20.3"
"2012","Croatia","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","79.7"
"2012","Croatia","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","65.5"
"2012","Croatia","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","14.2"
"2012","Croatia","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.0"
"2012","Croatia","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","74.0"
"2012","Croatia","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.7"
"2012","Croatia","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","17.3"
"2012","Italy","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","44.2"
"2012","Italy","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","55.8"
"2012","Italy","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.9"
"2012","Italy","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","13.9"
"2012","Italy","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","46.0"
"2012","Italy","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","54.0"
"2012","Italy","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.8"
"2012","Italy","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","12.1"
"2012","Italy","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.5"
"2012","Italy","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","57.5"
"2012","Italy","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.9"
"2012","Italy","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","15.6"
"2012","Cyprus","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.4"
"2012","Cyprus","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","73.6"
"2012","Cyprus","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.6"
"2012","Cyprus","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","35.0"
"2012","Cyprus","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.4"
"2012","Cyprus","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","73.6"
"2012","Cyprus","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.4"
"2012","Cyprus","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","32.2"
"2012","Cyprus","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","26.4"
"2012","Cyprus","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","73.6"
"2012","Cyprus","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","36.1"
"2012","Cyprus","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","37.5"
"2012","Latvia","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","17.4"
"2012","Latvia","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","82.6"
"2012","Latvia","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.4"
"2012","Latvia","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","25.2"
"2012","Latvia","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","21.5"
"2012","Latvia","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","78.5"
"2012","Latvia","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.5"
"2012","Latvia","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","18.0"
"2012","Latvia","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","13.7"
"2012","Latvia","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","86.3"
"2012","Latvia","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.6"
"2012","Latvia","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","31.7"
"2012","Lithuania","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","15.0"
"2012","Lithuania","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","85.0"
"2012","Lithuania","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.4"
"2012","Lithuania","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","28.6"
"2012","Lithuania","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","16.8"
"2012","Lithuania","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","83.2"
"2012","Lithuania","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.7"
"2012","Lithuania","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","22.4"
"2012","Lithuania","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","13.3"
"2012","Lithuania","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","86.7"
"2012","Lithuania","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.3"
"2012","Lithuania","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","34.4"
"2012","Luxembourg","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.4"
"2012","Luxembourg","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","71.6"
"2012","Luxembourg","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","38.2"
"2012","Luxembourg","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","33.4"
"2012","Luxembourg","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","27.3"
"2012","Luxembourg","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","72.7"
"2012","Luxembourg","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","37.3"
"2012","Luxembourg","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","35.4"
"2012","Luxembourg","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","29.5"
"2012","Luxembourg","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","70.5"
"2012","Luxembourg","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","39.2"
"2012","Luxembourg","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","31.3"
"2012","Hungary","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","23.5"
"2012","Hungary","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","76.5"
"2012","Hungary","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.5"
"2012","Hungary","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","19.0"
"2012","Hungary","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","21.9"
"2012","Hungary","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","78.1"
"2012","Hungary","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","61.9"
"2012","Hungary","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","16.2"
"2012","Hungary","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","25.0"
"2012","Hungary","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","75.0"
"2012","Hungary","Females","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.3"
"2012","Hungary","Females","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","21.7"
"2012","Malta","Total","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","56.9"
"2012","Malta","Total","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","43.1"
"2012","Malta","Total","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","26.5"
"2012","Malta","Total","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","16.6"
"2012","Malta","Males","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","56.4"
"2012","Malta","Males","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","43.6"
"2012","Malta","Males","From 15 to 64 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","27.5"
"2012","Malta","Males","From 15 to 64 years","Percentage","Tertiary education (levels 5-8)","16.0"
"2012","Malta","Females","From 15 to 64 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","57.4"
"2012","Malta","Females","From 15 to 64 years","Percentage","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","42.6"
