"TIME","GEO","UNIT","NACE_R2","INDIC_SE","Value","Flag and Footnotes"
"2018","Denmark","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Denmark","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","40.5",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","47.3",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","41.0",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","48.8",""
"2018","Estonia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","41.7",""
"2018","Estonia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Estonia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","40.1",""
"2018","Estonia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Ireland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.1",""
"2018","Ireland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Ireland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.1",""
"2018","Ireland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Greece","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Greece","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Greece","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Greece","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Spain","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","37.9",""
"2018","Spain","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","44.2",""
"2018","Spain","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.7",""
"2018","Spain","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","47.4",""
"2018","France","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","48.0",""
"2018","France","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","59.8",""
"2018","France","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.5",""
"2018","France","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","58.3",""
"2018","Croatia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.3",""
"2018","Croatia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Croatia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.9",""
"2018","Croatia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Italy","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Italy","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Italy","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Italy","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Cyprus","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Cyprus","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Cyprus","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Cyprus","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Latvia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.4",""
"2018","Latvia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","55.6",""
"2018","Latvia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.7",""
"2018","Latvia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","54.2",""
"2018","Lithuania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.3",""
"2018","Lithuania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","52.0",""
"2018","Lithuania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.5",""
"2018","Lithuania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","55.3",""
"2018","Luxembourg","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.7",""
"2018","Luxembourg","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","59.4",""
"2018","Luxembourg","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","49.4",""
"2018","Luxembourg","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","63.4",""
"2018","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.8",""
"2018","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Hungary","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.7",""
"2018","Hungary","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","42.6",""
"2018","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","51.4",""
"2018","Malta","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.7",""
"2018","Malta","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","55.0",""
"2018","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.3",""
"2018","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","51.4",""
"2018","Netherlands","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.7",""
"2018","Netherlands","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","53.1",""
"2018","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.3",""
"2018","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Poland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.0",""
"2018","Poland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","49.4",""
"2018","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","67.7",""
"2018","Portugal","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","49.0",""
"2018","Portugal","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","66.9",""
"2018","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.4",""
"2018","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Romania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.9",""
"2018","Romania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","50.1",""
"2018","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Slovenia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","51.7",""
"2018","Slovenia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","40.7",""
"2018","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","50.6",""
"2018","Slovakia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.7",""
"2018","Slovakia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","50.7",""
"2018","Finland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Finland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Finland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Finland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Sweden","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Sweden","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Sweden","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Sweden","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Iceland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Iceland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Iceland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Iceland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Norway","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Norway","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Norway","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","Norway","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","United Kingdom","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.1",""
"2018","United Kingdom","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","55.5",""
"2018","United Kingdom","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.8",""
"2018","United Kingdom","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","57.6",""
"2018","Montenegro","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","37.6",""
"2018","Montenegro","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Montenegro","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.4",""
"2018","Montenegro","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Albania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","51.4",""
"2018","Albania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","72.2",""
"2018","Albania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","56.2",""
"2018","Albania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","87.1",""
"2018","Serbia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.8",""
"2018","Serbia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Serbia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","49.4",""
"2018","Serbia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","Turkey","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","51.3",""
"2018","Turkey","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","70.4",""
"2018","Turkey","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","54.2",""
"2018","Turkey","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","75.8",""
"2018","United States","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","United States","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2018","United States","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2018","United States","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Belgium","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Belgium","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Belgium","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Belgium","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Bulgaria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.2",""
"2019","Bulgaria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Bulgaria","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.2",""
"2019","Bulgaria","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Czechia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.0",""
"2019","Czechia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Czechia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","39.6",""
"2019","Czechia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Denmark","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Denmark","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Denmark","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Denmark","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","40.8",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","47.7",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","41.3",""
"2019","Germany (until 1990 former territory of the FRG)","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","49.2",""
"2019","Estonia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.2",""
"2019","Estonia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Estonia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","38.5",""
"2019","Estonia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Ireland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.9",""
"2019","Ireland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","56.3",""
"2019","Ireland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Ireland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Greece","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Greece","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Greece","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Greece","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Spain","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.6",""
"2019","Spain","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Spain","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.8",""
"2019","Spain","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","France","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","France","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","France","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","France","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Croatia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.2",""
"2019","Croatia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Croatia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","48.1",""
"2019","Croatia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Italy","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Italy","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Italy","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Italy","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Cyprus","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Cyprus","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Cyprus","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Cyprus","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Latvia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","42.3",""
"2019","Latvia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","51.8",""
"2019","Latvia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","41.6",""
"2019","Latvia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","50.5",""
"2019","Lithuania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.7",""
"2019","Lithuania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Lithuania","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.5",""
"2019","Lithuania","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Luxembourg","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","47.0",""
"2019","Luxembourg","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","59.7",""
"2019","Luxembourg","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","50.0",""
"2019","Luxembourg","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","64.7",""
"2019","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.7",""
"2019","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Hungary","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","42.4",""
"2019","Hungary","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.0",""
"2019","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","50.3",""
"2019","Malta","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","45.7",""
"2019","Malta","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","54.1",""
"2019","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.3",""
"2019","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","51.2",""
"2019","Netherlands","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Netherlands","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2019","Austria","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.2",""
"2019","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Poland","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","46.1",""
"2019","Poland","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2019","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","50.0",""
"2019","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","67.4",""
"2019","Portugal","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","49.8",""
"2019","Portugal","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","67.1",""
"2019","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","43.9",""
